comName,sciName,invasionStatus,conservStatus,reg_US_Northeast,reg_US_Southeast,reg_US_Midwest,reg_US_Rockies,reg_US_Southwest,reg_US_WestCoast,reg_Alaska,reg_Hawaii,reg_Canada_Greenland,reg_Central_America,reg_Caribbean
One-colored Becard,Pachyramphus homochrous,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Sharpbill,Oxyruncus cristatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Tropical Royal Flycatcher,Onychorhynchus coronatus,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Ruddy-tailed Flycatcher,Terenotriccus erythrurus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Tawny-breasted Flycatcher,Myiobius villosus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Sulphur-rumped Flycatcher,Myiobius sulphureipygius,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-tailed Flycatcher,Myiobius atricaudus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Gray-headed Piprites,Piprites griseiceps,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Stub-tailed Spadebill,Platyrinchus cancrominus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
White-throated Spadebill,Platyrinchus mystaceus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Golden-crowned Spadebill,Platyrinchus coronatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Olive-streaked Flycatcher,Mionectes olivaceus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Olive-striped Flycatcher,Mionectes galbinus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Ochre-bellied Flycatcher,Mionectes oleagineus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Sepia-capped Flycatcher,Leptopogon amaurocephalus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Slaty-capped Flycatcher,Leptopogon superciliaris,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Yellow-green Tyrannulet,Phylloscartes flavovirens,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Rufous-browed Tyrannulet,Phylloscartes superciliaris,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Bronze-olive Pygmy-Tyrant,Pseudotriccus pelzelni,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-capped Pygmy-Tyrant,Myiornis atricapillus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Short-tailed Pygmy-Tyrant,Myiornis ecaudatus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Pale-eyed Pygmy-Tyrant,Atalotriccus pilaris,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Northern Bentbill,Oncostoma cinereigulare,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Southern Bentbill,Oncostoma olivaceum,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Slate-headed Tody-Flycatcher,Poecilotriccus sylvia,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Spotted Tody-Flycatcher,Todirostrum maculatum,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Common Tody-Flycatcher,Todirostrum cinereum,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-headed Tody-Flycatcher,Todirostrum nigriceps,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Brownish Twistwing,Cnipodectes subbrunneus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Eye-ringed Flatbill,Rhynchocyclus brevirostris,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Western Olivaceous Flatbill,Rhynchocyclus aequinoctialis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Yellow-olive Flatbill,Tolmomyias sulphurescens,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Yellow-winged Flatbill,Tolmomyias flavotectus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Ochre-lored Flatbill,Tolmomyias flaviventris,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Yellow-bellied Tyrannulet,Ornithion semiflavum,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Brown-capped Tyrannulet,Ornithion brunneicapillus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Northern Beardless-Tyrannulet,Camptostoma imberbe,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Southern Beardless-Tyrannulet,Camptostoma obsoletum,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Cocos Tyrannulet,Nesotriccus ridgwayi,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Mouse-colored Tyrannulet,Nesotriccus murinus,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Yellow Tyrannulet,Capsiempis flaveola,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Crested Doradito,Pseudocolopteryx sclateri,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Yellow-crowned Tyrannulet,Tyrannulus elatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Forest Elaenia,Myiopagis gaimardii,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Choco Elaenia,Myiopagis parambae,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Jamaican Elaenia,Myiopagis cotta,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Greenish Elaenia,Myiopagis viridicata,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Slaty Elaenia,Elaenia strepera,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Yellow-bellied Elaenia,Elaenia flavogaster,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Small-billed Elaenia,Elaenia parvirostris,Rare/Accidental,,Absent,Rare/Accidental,Rare/Accidental,Absent,Rare/Accidental,Rare/Accidental,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental
Lesser Elaenia,Elaenia chiriquensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
White-crested Elaenia,Elaenia albiceps,Rare/Accidental,,Absent,Absent,Rare/Accidental,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent
Mountain Elaenia,Elaenia frantzii,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Caribbean Elaenia,Elaenia martinica,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Blue Mountain Elaenia,Elaenia fallax,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Hispaniolan Elaenia,Elaenia cherriei,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Torrent Tyrannulet,Serpophaga cinerea,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Sooty-headed Tyrannulet,Phyllomyias griseiceps,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
White-fronted Tyrannulet,Acrochordopus zeledoni,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Guatemalan Tyrannulet,Zimmerius vilissimus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Mistletoe Tyrannulet,Zimmerius parvus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Bran-colored Flycatcher,Myiophobus fasciatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Euler's Flycatcher,Lathrotriccus euleri,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Tawny-chested Flycatcher,Aphanotriccus capitalis,Native,Vulnerable,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black-billed Flycatcher,Aphanotriccus audax,Native,Near threatened,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Belted Flycatcher,Xenotriccus callizonus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Pileated Flycatcher,Xenotriccus mexicanus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Tufted Flycatcher,Mitrephanes phaeocercus,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Olive-sided Flycatcher,Contopus cooperi,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Ochraceous Pewee,Contopus ochraceus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Greater Pewee,Contopus pertinax,Native,Least concern,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Absent,Present,Absent
Dark Pewee,Contopus lugubris,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Jamaican Pewee,Contopus pallidus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Western Wood-Pewee,Contopus sordidulus,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Northern Tropical Pewee,Contopus bogotensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Eastern Wood-Pewee,Contopus virens,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Cuban Pewee,Contopus caribaeus,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
Hispaniolan Pewee,Contopus hispaniolensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Lesser Antillean Pewee,Contopus latirostris,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Fuscous Flycatcher,Cnemotriccus fuscatus,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Yellow-bellied Flycatcher,Empidonax flaviventris,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Acadian Flycatcher,Empidonax virescens,Native,Least concern,Native,Native,Present,Present,Present,Absent,Absent,Absent,Present,Present,Present
Alder Flycatcher,Empidonax alnorum,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Willow Flycatcher,Empidonax traillii,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
White-throated Flycatcher,Empidonax albigularis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Least Flycatcher,Empidonax minimus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Hammond's Flycatcher,Empidonax hammondii,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Gray Flycatcher,Empidonax wrightii,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Absent
Dusky Flycatcher,Empidonax oberholseri,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Pine Flycatcher,Empidonax affinis,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Western Flycatcher,Empidonax difficilis,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Yellowish Flycatcher,Empidonax flavescens,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Buff-breasted Flycatcher,Empidonax fulvifrons,Native,Least concern,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Absent,Present,Absent
Black-capped Flycatcher,Empidonax atriceps,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Black Phoebe,Sayornis nigricans,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Absent
Eastern Phoebe,Sayornis phoebe,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Say's Phoebe,Sayornis saya,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Northern Scrub-Flycatcher,Sublegatus arenarum,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Vermilion Flycatcher,Pyrocephalus rubinus,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Absent,Absent,Present,Present,Present
White-headed Marsh Tyrant,Arundinicola leucocephala,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Pied Water-Tyrant,Fluvicola pica,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Long-tailed Tyrant,Colonia colonus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Flammulated Flycatcher,Ramphotrigon flammulatum,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Bright-rumped Attila,Attila spadiceus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Choco Sirystes,Sirystes albogriseus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Rufous Mourner,Rhytipterna holerythra,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Yucatan Flycatcher,Myiarchus yucatanensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Sad Flycatcher,Myiarchus barbirostris,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Dusky-capped Flycatcher,Myiarchus tuberculifer,Native,Least concern,Absent,Rare/Accidental,Absent,Present,Present,Present,Absent,Absent,Absent,Present,Present
Swainson's Flycatcher,Myiarchus swainsoni,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Venezuelan Flycatcher,Myiarchus venezuelensis,Rare/Accidental,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Rare/Accidental
Panama Flycatcher,Myiarchus panamensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Ash-throated Flycatcher,Myiarchus cinerascens,Native,Least concern,Rare/Accidental,Rare/Accidental,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Nutting's Flycatcher,Myiarchus nuttingi,Native,Least concern,Absent,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent,Present,Absent
Salvadoran Flycatcher,Myiarchus flavidior,Native,,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Great Crested Flycatcher,Myiarchus crinitus,Native,Least concern,Native,Native,Present,Present,Present,Present,Present,Absent,Present,Present,Present
Brown-crested Flycatcher,Myiarchus tyrannulus,Native,Least concern,Absent,Rare/Accidental,Absent,Present,Present,Present,Absent,Absent,Absent,Present,Present
Grenada Flycatcher,Myiarchus nugator,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Rufous-tailed Flycatcher,Myiarchus validus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
La Sagra's Flycatcher,Myiarchus sagrae,Native,Least concern,Absent,Rare/Accidental,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
Stolid Flycatcher,Myiarchus stolidus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Puerto Rican Flycatcher,Myiarchus antillarum,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Lesser Antillean Flycatcher,Myiarchus oberi,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native
Cattle Tyrant,Machetornis rixosa,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Present
Lesser Kiskadee,Philohydor lictor,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Great Kiskadee,Pitangus sulphuratus,Native,Least concern,Absent,Rare/Accidental,Present,Present,Present,Absent,Absent,Absent,Present,Present,Present
Boat-billed Flycatcher,Megarynchus pitangua,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
Rusty-margined Flycatcher,Myiozetetes cayanensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Social Flycatcher,Myiozetetes similis,Native,Least concern,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent
Gray-capped Flycatcher,Myiozetetes granadensis,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
White-ringed Flycatcher,Conopias albovittatus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
Golden-bellied Flycatcher,Myiodynastes hemichrysus,Native,Least concern,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Native,Absent
